,Player,Position,Salary,DK_Points,DK_Value,Points Rank,Value Rank
0,Tom Brady,QB,5900,22.845999999999997,258.25089731243986,2,1
1,Ben Roethlisberger,QB,6600,25.082,263.13691093214254,1,2
2,Matt Ryan,QB,6100,22.22,274.52745274527456,4,3
3,Kirk Cousins,QB,6200,22.494,275.6290566373255,3,4
4,Dak Prescott,QB,5500,19.784,278.00242620299235,10,5
5,Jameis Winston,QB,5600,20.014000000000003,279.8041371040271,9,6
6,Lamar Jackson,QB,5900,20.953999999999997,281.56915147465884,7,7
7,Josh Allen,QB,5800,20.544,282.3208722741433,8,8
8,Mitch Trubisky,QB,6000,21.158,283.580678703091,6,9
9,Jeff Driskel,QB,5100,17.802,286.48466464442197,14,10
10,Nick Mullens,QB,4800,16.626,288.704438830747,15,11
11,Aaron Rodgers,QB,5700,19.58,291.1133810010215,12,12
12,Andrew Luck,QB,6400,21.762000000000004,294.0906166712618,5,13
13,Derek Carr,QB,5400,18.058,299.036438143759,13,14
14,Ryan Tannehill,QB,4900,15.904,308.0985915492958,18,15
15,Marcus Mariota,QB,5100,16.46,309.84204131227216,16,16
16,Eli Manning,QB,5200,15.964,325.7328990228013,17,17
17,Josh Johnson,QB,4300,12.911999999999999,333.02354399008675,21,18
18,Russell Wilson,QB,6700,19.764,339.0002023881805,11,19
19,Cody Kessler,QB,4700,13.74,342.0669577874818,19,20
20,Josh Rosen,QB,4700,12.762000000000002,368.2808337251214,22,21
21,Matthew Stafford,QB,5000,13.403999999999998,373.0229782154581,20,22
22,Tevin Coleman,RB,4200,13.389999999999999,313.6669156086632,12,1
23,Joe Mixon,RB,6100,19.27,316.55422937208095,3,2
24,Jordan Howard,RB,3900,11.280000000000001,345.7446808510638,19,3
25,Doug Martin,RB,4700,13.450000000000001,349.4423791821561,11,4
26,Jalen Richard,RB,3900,11.120000000000001,350.71942446043164,22,5
27,Ezekiel Elliott,RB,9000,25.589999999999996,351.6998827667058,2,6
28,Kenyan Drake,RB,4200,11.790000000000001,356.2340966921119,15,7
29,Saquon Barkley,RB,9400,25.61,367.04412338930103,1,8
30,Kenneth Dixon,RB,3500,9.43,371.1558854718982,28,9
31,David Johnson,RB,7100,18.87,376.2586115527292,4,10
32,Gus Edwards,RB,4400,11.67,377.03513281919453,16,11
33,Theo Riddick,RB,4400,11.56,380.6228373702422,17,12
34,Chris Carson,RB,5600,14.6,383.56164383561645,9,13
35,Dalvin Cook,RB,6500,16.840000000000003,385.98574821852725,6,14
36,Marlon Mack,RB,4500,11.45,393.01310043668127,18,15
37,Tarik Cohen,RB,6300,15.740000000000002,400.25412960609907,7,16
38,Frank Gore,RB,3400,8.270000000000001,411.1245465538089,32,17
39,Jeff Wilson,RB,4600,11.030000000000003,417.0444242973707,23,18
40,Adrian Peterson,RB,4100,9.81,417.94087665647294,25,19
41,Dion Lewis,RB,4600,10.97,419.3254329990884,24,20
42,Ito Smith,RB,3700,8.78,421.4123006833713,30,21
43,Leonard Fournette,RB,7500,17.69,423.96834369700395,5,22
44,Nyheim Hines,RB,3800,8.940000000000001,425.05592841163303,29,23
45,Aaron Jones,RB,6600,15.15,435.64356435643566,8,24
46,Derrick Henry,RB,5000,11.16,448.02867383512546,21,25
47,Peyton Barber,RB,3400,7.5600000000000005,449.7354497354497,35,26
48,Sony Michel,RB,5400,12.0,450.0,14,27
49,James White,RB,5700,12.360000000000001,461.1650485436893,13,28
50,Jaylen Samuels,RB,5200,11.23,463.0454140694568,20,29
51,Mike Davis,RB,3800,7.98,476.19047619047615,33,30
52,Matt Breida,RB,4700,9.510000000000002,494.21661409043105,27,31
53,LeSean McCoy,RB,4800,9.65,497.40932642487047,26,32
54,T.J. Yeldon,RB,4000,7.870000000000001,508.259212198221,34,33
55,Chris Thompson,RB,4400,8.620000000000001,510.4408352668213,31,34
56,James Conner,RB,7400,13.650000000000002,542.124542124542,10,35
57,Giovani Bernard,RB,4000,7.220000000000001,554.0166204986149,36,36
58,LeGarrette Blount,RB,3800,6.7700000000000005,561.2998522895125,37,37
59,Zach Zenner,RB,3500,5.98,585.2842809364548,39,38
60,Ty Montgomery,RB,3600,6.09,591.1330049261084,38,39
61,Rex Burkhead,RB,3300,5.17,638.2978723404256,42,40
62,Chris Ivory,RB,3600,5.48,656.934306569343,40,41
63,Latavius Murray,RB,3600,5.23,688.3365200764817,41,42
64,Kyle Juszczyk,RB,3000,3.9099999999999997,767.2634271099745,47,43
