"Player","Team","REC","YDS","TDS","FL","FPTS"
" ","",""
"Travis Kelce","KC","5.8","73.6","0.6","0.1","10.6"
"Darren Waller","OAK","5.9","63.7","0.5","0.1","9.3"
"Hunter Henry","LAC","5.3","63.9","0.4","0.0","8.8"
"Mark Andrews","BAL","4.7","59.6","0.4","0.1","8.3"
"Jared Cook","NO","4.0","47.4","0.4","0.0","7.2"
"Zach Ertz","PHI","5.2","57.5","0.2","0.1","6.7"
"Gerald Everett","LAR","4.0","44.7","0.3","0.0","6.5"
"Greg Olsen","CAR","4.3","50.3","0.2","0.0","6.3"
"Darren Fells","HOU","3.2","34.2","0.4","0.0","5.9"
"Eric Ebron","IND","3.9","45.5","0.2","0.0","5.7"
"O.J. Howard","TB","3.2","46.0","0.1","0.1","5.3"
"Jack Doyle","IND","4.4","42.0","0.2","0.0","5.2"
"Noah Fant","DEN","3.8","43.0","0.1","0.0","4.9"
"Jason Witten","DAL","3.9","40.3","0.1","0.1","4.7"
"Dallas Goedert","PHI","3.6","38.1","0.2","0.1","4.7"
"Kyle Rudolph","MIN","3.5","32.1","0.2","0.0","4.5"
"Vance McDonald","PIT","3.8","37.1","0.1","0.0","4.4"
"Mike Gesicki","MIA","3.7","41.3","0.1","0.1","4.3"
"T.J. Hockenson","DET","3.2","34.9","0.1","0.0","4.1"
"Irv Smith Jr.","MIN","3.0","31.4","0.1","0.0","3.9"
"Tyler Eifert","CIN","2.8","29.9","0.2","0.0","3.9"
"Dawson Knox","BUF","2.5","29.6","0.1","0.0","3.6"
"Ryan Griffin","NYJ","2.7","27.5","0.1","0.0","3.6"
"Ross Dwelley","SF","2.7","27.0","0.1","0.0","3.3"
"Blake Jarwin","DAL","2.0","24.5","0.1","0.0","3.2"
"Luke Stocker","ATL","2.6","25.7","0.1","0.0","3.2"
"Jordan Akins","HOU","2.2","25.4","0.1","0.0","3.1"
"Nick Boyle","BAL","2.5","24.0","0.1","0.0","3.0"
"Ricky Seals-Jones","CLE","1.6","20.2","0.1","0.0","2.8"
"Benjamin Watson","NE","2.1","23.0","0.1","0.0","2.8"
"Foster Moreau","OAK","1.9","19.8","0.1","0.0","2.7"
"Jaeden Graham","ATL","2.0","20.6","0.1","0.0","2.6"
"Hayden Hurst","BAL","2.0","21.5","0.1","0.0","2.6"
"Ben Braunecker","CHI","1.6","18.4","0.1","0.0","2.5"
"Jeremy Sprinkle","WAS","1.9","19.5","0.1","0.0","2.5"
"Tyler Higbee","LAR","1.8","18.9","0.1","0.0","2.4"
"Demetrius Harris","CLE","1.9","18.8","0.1","0.0","2.3"
"Tyler Kroft","BUF","1.7","18.6","0.1","0.0","2.3"
"Cameron Brate","TB","1.6","16.8","0.1","0.0","2.2"
"Josh Oliver","JAC","1.9","18.3","0.1","0.0","2.2"
"C.J. Uzomah","CIN","1.5","17.1","0.1","0.0","2.2"
"Charles Clay","ARI","1.7","17.4","0.1","0.0","2.1"
"Josh Hill","NO","1.5","14.6","0.1","0.0","1.8"
"Maxx Williams","ARI","1.3","14.4","0.1","0.0","1.8"
"Seth DeValve","JAC","1.3","13.3","0.1","0.0","1.7"
"Jesse James","DET","1.3","12.5","0.1","0.0","1.5"
"Logan Thomas","DET","1.3","12.2","0.1","0.0","1.5"
"Mo Alie-Cox","IND","1.0","10.7","0.0","0.0","1.3"
"Levine Toilolo","SF","0.8","8.8","0.1","0.0","1.2"
"Derek Carrier","OAK","0.9","9.2","0.0","0.0","1.2"
"Nick Vannett","PIT","1.0","10.3","0.0","0.0","1.1"
"Matt LaCosse","NE","0.8","9.4","0.0","0.0","1.1"
"Jeff Heuerman","DEN","0.9","10.1","0.0","0.0","1.1"
"Garrett Celek","SF","0.6","7.4","0.1","0.0","1.1"
"Ryan Izzo","NE","0.8","8.5","0.0","0.0","1.0"
"Hale Hentges","WAS","0.9","9.4","0.0","0.0","1.0"
"Clive Walford","MIA","0.8","8.4","0.0","0.0","0.9"
"Troy Fumagalli","DEN","0.9","8.9","0.0","0.0","0.9"
"Lee Smith","BUF","0.7","6.9","0.0","0.0","0.9"
"Lance Kendricks","LAC","0.7","8.0","0.0","0.0","0.9"
"Deon Yelder","KC","0.6","6.5","0.0","0.0","0.9"
"Tanner Hudson","TB","0.6","6.6","0.0","0.0","0.8"
"Virgil Green","LAC","0.7","7.2","0.0","0.0","0.8"
"J.P. Holtz","CHI","0.7","7.5","0.0","0.0","0.8"
"Trevon Wesco","NYJ","0.7","7.1","0.0","0.0","0.8"
"Ben Koyack","JAC","0.7","6.6","0.0","0.0","0.7"
"Zach Gentry","PIT","0.7","6.8","0.0","0.0","0.7"
"Pharaoh Brown","CLE","0.6","6.8","0.0","0.0","0.7"
"Ian Thomas","CAR","0.5","5.1","0.0","0.0","0.7"
"Blake Bell","KC","0.5","5.9","0.0","0.0","0.6"
"Durham Smythe","MIA","0.5","5.9","0.0","0.0","0.6"
"Dan Arnold","NO","0.5","5.9","0.0","0.0","0.6"
"Geoff Swaim","JAC","0.5","3.6","0.0","0.0","0.5"
"Tommy Sweeney","BUF","0.4","5.1","0.0","0.0","0.5"
"Tyler Conklin","MIN","0.4","4.9","0.0","0.0","0.5"
"Andrew Beck","DEN","0.5","5.3","0.0","0.0","0.5"
"Stephen Carlson","CLE","0.4","4.5","0.0","0.0","0.5"
"Dalton Schultz","DAL","0.4","4.4","0.0","0.0","0.4"
"Chris Manhertz","CAR","0.3","3.8","0.0","0.0","0.4"
"Jordan Leggett","TB","0.3","3.1","0.0","0.0","0.3"
"Johnny Mundt","LAR","0.3","3.0","0.0","0.0","0.3"
"Daniel Brown","NYJ","0.3","3.1","0.0","0.0","0.3"
"Cethan Carter","CIN","0.1","0.7","0.0","0.0","0.1"
"Darrell Daniels","ARI","0.1","0.6","0.0","0.0","0.1"
"Jerome Cunningham","WAS","0.0","0.4","0.0","0.0","0.0"
""
""
