"Player","Team","SACK","INT","FR","FF","TD","SAFETY","PA","YDS_AGN","FPTS"
"New England Patriots","","3.0","1.2","0.7","1.3","0.2","0.1","12.0","295.2","12.1"
"Washington Redskins","","3.4","1.2","0.7","1.3","0.2","0.0","18.5","277.6","9.3"
"Dallas Cowboys","","2.8","1.1","0.8","1.7","0.2","0.1","16.7","289.6","8.8"
"Baltimore Ravens","","2.9","1.1","0.6","1.1","0.2","0.0","18.6","315.9","8.6"
"Los Angeles Chargers","","2.5","1.1","0.7","0.9","0.2","0.0","16.4","328.0","8.0"
"Green Bay Packers","","2.9","0.9","0.6","1.1","0.2","0.0","19.9","346.1","7.8"
"Carolina Panthers","","3.0","1.1","0.7","1.2","0.2","0.0","22.6","355.4","7.8"
"Denver Broncos","","3.1","0.7","0.6","0.8","0.1","0.1","19.2","312.6","7.7"
"Kansas City Chiefs","","3.5","0.8","0.6","1.0","0.2","0.0","23.7","371.1","7.4"
"Atlanta Falcons","","3.2","1.0","0.6","0.8","0.2","0.0","23.5","341.8","7.3"
"Tennessee Titans","","2.6","0.9","0.5","0.7","0.1","0.0","19.2","331.7","7.2"
"Minnesota Vikings","","2.6","0.7","0.6","0.8","0.1","0.0","19.2","315.7","7.0"
"Tampa Bay Buccaneers","","2.7","0.9","0.7","1.3","0.2","0.1","25.0","374.8","7.0"
"Los Angeles Rams","","2.8","0.9","0.7","1.2","0.2","0.0","22.6","380.5","6.9"
"Jacksonville Jaguars","","2.5","0.7","0.5","0.7","0.1","0.0","19.9","321.3","6.8"
"Seattle Seahawks","","2.6","0.9","0.7","1.2","0.1","0.0","21.2","363.7","6.6"
"New Orleans Saints","","2.9","0.6","0.8","1.4","0.1","0.1","21.0","348.5","6.5"
"Miami Dolphins","","2.4","0.9","0.6","0.8","0.2","0.0","22.3","351.0","6.4"
"San Francisco 49ers","","2.6","0.8","0.6","1.0","0.1","0.1","25.4","374.3","6.4"
"Arizona Cardinals","","2.7","0.7","0.7","1.0","0.1","0.0","25.4","379.1","6.4"
"Cleveland Browns","","3.0","0.6","0.7","1.1","0.1","0.0","22.9","356.7","6.3"
"Pittsburgh Steelers","","2.8","0.8","0.6","1.0","0.1","0.0","22.3","349.8","6.3"
"Philadelphia Eagles","","2.4","0.7","0.6","1.0","0.1","0.1","21.9","338.5","6.0"
"Detroit Lions","","2.7","0.5","0.6","1.0","0.1","0.0","23.6","359.1","5.6"
"Cincinnati Bengals","","2.3","0.8","0.6","0.7","0.1","0.0","27.7","395.3","5.6"
"New York Jets","","2.5","0.6","0.6","0.9","0.1","0.0","24.2","374.4","5.6"
"Houston Texans","","2.2","0.6","0.6","1.0","0.1","0.0","26.9","389.5","5.4"
"New York Giants","","1.7","0.6","0.4","0.5","0.1","0.0","28.3","401.2","4.4"
""
""
